	ath	vvi
OG0005777	AT2G21860	GSVIVG01022252001
OG0005778	AT2G21870	GSVIVG01022249001
OG0005779	AT2G21950	GSVIVG01022227001
OG0005780	AT2G21960	GSVIVG01022225001
OG0005781	AT2G21970	GSVIVG01022222001
OG0005782	AT2G22010	GSVIVG01022217001
OG0005783	AT2G22120	GSVIVG01022196001
OG0005784	AT2G22125	GSVIVG01022187001
OG0005785	AT2G22240	GSVIVG01022158001
OG0005786	AT2G22260	GSVIVG01007330001
OG0005787	AT2G22300	GSVIVG01004860001
OG0005788	AT2G22370	GSVIVG01009622001
OG0005789	AT2G22400	GSVIVG01003416001
OG0005790	AT2G22410	GSVIVG01025295001
OG0005791	AT2G22420	GSVIVG01003417001
OG0005792	AT2G22480	GSVIVG01003611001
OG0005793	AT2G22530	GSVIVG01006735001
OG0005794	AT2G22540	GSVIVG01005934001
OG0005795	AT2G22610	GSVIVG01003948001
OG0005796	AT2G22650	GSVIVG01001047001
OG0005797	AT2G22670	GSVIVG01009238001
OG0005798	AT2G23070	GSVIVG01000132001
OG0005799	AT2G23090	GSVIVG01009367001
OG0005800	AT2G23093	GSVIVG01000152001
OG0005801	AT2G23380	GSVIVG01022097001
OG0005802	AT2G23390	GSVIVG01023154001
OG0005803	AT2G23450	GSVIVG01009615001
OG0005804	AT2G23460	GSVIVG01005090001
OG0005805	AT2G23470	GSVIVG01032490001
OG0005806	AT2G23540	GSVIVG01005081001
OG0005807	AT2G23640	GSVIVG01005053001
OG0005808	AT2G23740	GSVIVG01019046001
OG0005809	AT2G23755	GSVIVG01019045001
OG0005810	AT2G23770	GSVIVG01019038001
OG0005811	AT2G23820	GSVIVG01023721001
OG0005812	AT2G23840	GSVIVG01033386001
OG0005813	AT2G23890	GSVIVG01023720001
OG0005814	AT2G24120	GSVIVG01023660001
OG0005815	AT2G24130	GSVIVG01023658001
OG0005816	AT2G24200	GSVIVG01023604001
OG0005817	AT2G24220	GSVIVG01003866001
OG0005818	AT2G24230	GSVIVG01003868001
OG0005819	AT2G24270	GSVIVG01023590001
OG0005820	AT2G24280	GSVIVG01003728001
OG0005821	AT2G24350	GSVIVG01035585001
OG0005822	AT2G24390	GSVIVG01035566001
OG0005823	AT2G24395	GSVIVG01035563001
OG0005824	AT2G24430	GSVIVG01035554001
OG0005825	AT2G24540	GSVIVG01035518001
OG0005826	AT2G24580	GSVIVG01033177001
OG0005827	AT2G24765	GSVIVG01029113001
OG0005828	AT2G24820	GSVIVG01036007001
OG0005829	AT2G24830	GSVIVG01036005001
OG0005830	AT2G24860	GSVIVG01035999001
OG0005831	AT2G24940	GSVIVG01035991001
OG0005832	AT2G24960	GSVIVG01035986001
OG0005833	AT2G24970	GSVIVG01036003001
OG0005834	AT2G25100	GSVIVG01010722001
OG0005835	AT2G25110	GSVIVG01034217001
OG0005836	AT2G25140	GSVIVG01035900001
OG0005837	AT2G25170	GSVIVG01035901001
OG0005838	AT2G25280	GSVIVG01035939001
OG0005839	AT2G25310	GSVIVG01035953001
OG0005840	AT2G25320	GSVIVG01035878001
OG0005841	AT2G25460	GSVIVG01035860001
OG0005842	AT2G25490	GSVIVG01035856001
OG0005843	AT2G25530	GSVIVG01035836001
OG0005844	AT2G25605	GSVIVG01035772001
OG0005845	AT2G25620	GSVIVG01035778001
OG0005846	AT2G25660	GSVIVG01035727001
OG0005847	AT2G25730	GSVIVG01035749001
OG0005848	AT2G25737	GSVIVG01035669001
OG0005849	AT2G25740	GSVIVG01035292001
OG0005850	AT2G25790	GSVIVG01035611001
OG0005851	AT2G25800	GSVIVG01035623001
OG0005852	AT2G25810	GSVIVG01035640001
OG0005853	AT2G25830	GSVIVG01035625001
OG0005854	AT2G25840	GSVIVG01035293001
OG0005855	AT2G25870	GSVIVG01035316001
OG0005856	AT2G25910	GSVIVG01035336001
OG0005857	AT2G25920	GSVIVG01028088001
OG0005858	AT2G25950	GSVIVG01035347001
OG0005859	AT2G25970	GSVIVG01035354001
OG0005860	AT2G26000	GSVIVG01013625001
OG0005861	AT2G26040	GSVIVG01035362001
OG0005862	AT2G26060	GSVIVG01033839001
OG0005863	AT2G26070	GSVIVG01035411001
OG0005864	AT2G26080	GSVIVG01015211001
OG0005865	AT2G26100	GSVIVG01035404001
OG0005866	AT2G26140	GSVIVG01035393001
OG0005867	AT2G26150	GSVIVG01035385001
OG0005868	AT2G26170	GSVIVG01035384001
OG0005869	AT2G26180	GSVIVG01035382001
OG0005870	AT2G26210	GSVIVG01000273001
OG0005871	AT2G26230	GSVIVG01034634001
OG0005872	AT2G26240	GSVIVG01000275001
OG0005873	AT2G26250	GSVIVG01035504001
OG0005874	AT2G26260	GSVIVG01035499001
OG0005875	AT2G26270	GSVIVG01035495001
OG0005876	AT2G26280	GSVIVG01035490001
OG0005877	AT2G26300	GSVIVG01035483001
OG0005878	AT2G26310	GSVIVG01035482001
OG0005879	AT2G26320	GSVIVG01035477001
OG0005880	AT2G26330	GSVIVG01035476001
OG0005881	AT2G26340	GSVIVG01035470001
OG0005882	AT2G26350	GSVIVG01035453001
OG0005883	AT2G26430	GSVIVG01020870001
OG0005884	AT2G26440	GSVIVG01015000001
OG0005885	AT2G26460	GSVIVG01015011001
OG0005886	AT2G26470	GSVIVG01006251001
OG0005887	AT2G26500	GSVIVG01009587001
OG0005888	AT2G26510	GSVIVG01009577001
OG0005889	AT2G26540	GSVIVG01009559001
OG0005890	AT2G26550	GSVIVG01009554001
OG0005891	AT2G26580	GSVIVG01015567001
OG0005892	AT2G26590	GSVIVG01032266001
OG0005893	AT2G26640	GSVIVG01015472001
OG0005894	AT2G26650	GSVIVG01015479001
OG0005895	AT2G26680	GSVIVG01015529001
OG0005896	AT2G26690	GSVIVG01015522001
OG0005897	AT2G26695	GSVIVG01015499001
OG0005898	AT2G26710	GSVIVG01015485001
OG0005899	AT2G26730	GSVIVG01015460001
OG0005900	AT2G26770	GSVIVG01037402001
OG0005901	AT2G26780	GSVIVG01037358001
OG0005902	AT2G26800	GSVIVG01037343001
OG0005903	AT2G26810	GSVIVG01037341001
OG0005904	AT2G26830	GSVIVG01015513001
OG0005905	AT2G26840	GSVIVG01037339001
OG0005906	AT2G26870	GSVIVG01037277001
OG0005907	AT2G26890	GSVIVG01015442001
OG0005908	AT2G26900	GSVIVG01015459001
OG0005909	AT2G26910	GSVIVG01015456001
OG0005910	AT2G26930	GSVIVG01037382001
OG0005911	AT2G26970	GSVIVG01037421001
OG0005912	AT2G26980	GSVIVG01037427001
OG0005913	AT2G26990	GSVIVG01025835001
OG0005914	AT2G27020	GSVIVG01025839001
OG0005915	AT2G27035	GSVIVG01011475001
OG0005916	AT2G27060	GSVIVG01037446001
OG0005917	AT2G27090	GSVIVG01037449001
OG0005918	AT2G27110	GSVIVG01037455001
OG0005919	AT2G27170	GSVIVG01033181001
OG0005920	AT2G27230	GSVIVG01037572001
OG0005921	AT2G27290	GSVIVG01036060001
OG0005922	AT2G27330	GSVIVG01036082001
OG0005923	AT2G27350	GSVIVG01036084001
OG0005924	AT2G27430	GSVIVG01021200001
OG0005925	AT2G27450	GSVIVG01036111001
OG0005926	AT2G27460	GSVIVG01036116001
OG0005927	AT2G27470	GSVIVG01036120001
OG0005928	AT2G27480	GSVIVG01036121001
OG0005929	AT2G27490	GSVIVG01027965001
OG0005930	AT2G27500	GSVIVG01036124001
OG0005931	AT2G27510	GSVIVG01000982001
OG0005932	AT2G27590	GSVIVG01036154001
OG0005933	AT2G27610	GSVIVG01036169001
OG0005934	AT2G27680	GSVIVG01036185001
OG0005935	AT2G27730	GSVIVG01036114001
OG0005936	AT2G27740	GSVIVG01031383001
OG0005937	AT2G27760	GSVIVG01031386001
OG0005938	AT2G27775	GSVIVG01031392001
OG0005939	AT2G27810	GSVIVG01031396001
OG0005940	AT2G27830	GSVIVG01019942001
OG0005941	AT2G27880	GSVIVG01031430001
OG0005942	AT2G27900	GSVIVG01031444001
OG0005943	AT2G27920	GSVIVG01031445001
OG0005944	AT2G27930	GSVIVG01033703001
OG0005945	AT2G28000	GSVIVG01031526001
OG0005946	AT2G28060	GSVIVG01031523001
OG0005947	AT2G28070	GSVIVG01031516001
OG0005948	AT2G28100	GSVIVG01031495001
OG0005949	AT2G28105	GSVIVG01031491001
OG0005950	AT2G28110	GSVIVG01031485001
OG0005951	AT2G28130	GSVIVG01031479001
OG0005952	AT2G28150	GSVIVG01031469001
OG0005953	AT2G28160	GSVIVG01031466001
OG0005954	AT2G28190	GSVIVG01031462001
OG0005955	AT2G28200	GSVIVG01031461001
OG0005956	AT2G28250	GSVIVG01025212001
OG0005957	AT2G28260	GSVIVG01025208001
OG0005958	AT2G28290	GSVIVG01017820001
OG0005959	AT2G28305	GSVIVG01025206001
OG0005960	AT2G28315	GSVIVG01025202001
OG0005961	AT2G28320	GSVIVG01025201001
OG0005962	AT2G28370	GSVIVG01025194001
OG0005963	AT2G28380	GSVIVG01025192001
OG0005964	AT2G28390	GSVIVG01025191001
OG0005965	AT2G28420	GSVIVG01001440001
OG0005966	AT2G28430	GSVIVG01025186001
OG0005967	AT2G28450	GSVIVG01025178001
OG0005968	AT2G28470	GSVIVG01025170001
OG0005969	AT2G28480	GSVIVG01010789001
OG0005970	AT2G28490	GSVIVG01025139001
OG0005971	AT2G28510	GSVIVG01025119001
OG0005972	AT2G28520	GSVIVG01025116001
OG0005973	AT2G28560	GSVIVG01025099001
OG0005974	AT2G28600	GSVIVG01034722001
OG0005975	AT2G28605	GSVIVG01022331001
OG0005976	AT2G28610	GSVIVG01025075001
OG0005977	AT2G28625	GSVIVG01029541001
OG0005978	AT2G28690	GSVIVG01025039001
OG0005979	AT2G28780	GSVIVG01025002001
OG0005980	AT2G28800	GSVIVG01024995001
OG0005981	AT2G28840	GSVIVG01024983001
OG0005982	AT2G28900	GSVIVG01024962001
OG0005983	AT2G28940	GSVIVG01024950001
OG0005984	AT2G29090	GSVIVG01024925001
OG0005985	AT2G29180	GSVIVG01024917001
OG0005986	AT2G29210	GSVIVG01024906001
OG0005987	AT2G29260	GSVIVG01024899001
OG0005988	AT2G29410	GSVIVG01024865001
OG0005989	AT2G29530	GSVIVG01024832001
OG0005990	AT2G29540	GSVIVG01024830001
OG0005991	AT2G29560	GSVIVG01024818001
OG0005992	AT2G29590	GSVIVG01024800001
OG0005993	AT2G29630	GSVIVG01024789001
OG0005994	AT2G29640	GSVIVG01024786001
OG0005995	AT2G29650	GSVIVG01024780001
OG0005996	AT2G29660	GSVIVG01024778001
OG0005997	AT2G29690	GSVIVG01024770001
OG0005998	AT2G29760	GSVIVG01024761001
OG0005999	AT2G29890	GSVIVG01024752001
OG0006000	AT2G29900	GSVIVG01007864001
OG0006001	AT2G29940	GSVIVG01024743001
OG0006002	AT2G30070	GSVIVG01024703001
OG0006003	AT2G30080	GSVIVG01024696001
OG0006004	AT2G30090	GSVIVG01024694001
OG0006005	AT2G30100	GSVIVG01024686001
OG0006006	AT2G30105	GSVIVG01024681001
OG0006007	AT2G30170	GSVIVG01024641001
OG0006008	AT2G30200	GSVIVG01024639001
OG0006009	AT2G30270	GSVIVG01024611001
OG0006010	AT2G30280	GSVIVG01024608001
OG0006011	AT2G30300	GSVIVG01024607001
OG0006012	AT2G30320	GSVIVG01024604001
OG0006013	AT2G30330	GSVIVG01024598001
OG0006014	AT2G30350	GSVIVG01024586001
OG0006015	AT2G30370	GSVIVG01024582001
OG0006016	AT2G30380	GSVIVG01024581001
OG0006017	AT2G30390	GSVIVG01022426001
OG0006018	AT2G30410	GSVIVG01018312001
OG0006019	AT2G30480	GSVIVG01024555001
OG0006020	AT2G30490	GSVIVG01024554001
OG0006021	AT2G30600	GSVIVG01013365001
OG0006022	AT2G30695	GSVIVG01038134001
OG0006023	AT2G30700	GSVIVG01038092001
OG0006024	AT2G30710	GSVIVG01038095001
OG0006025	AT2G30720	GSVIVG01038195001
OG0006026	AT2G30780	GSVIVG01011040001
OG0006027	AT2G30800	GSVIVG01020822001
OG0006028	AT2G30880	GSVIVG01020835001
OG0006029	AT2G30920	GSVIVG01003300001
OG0006030	AT2G30933	GSVIVG01021386001
OG0006031	AT2G30970	GSVIVG01020739001
OG0006032	AT2G30980	GSVIVG01021239001
OG0006033	AT2G31040	GSVIVG01020707001
OG0006034	AT2G31060	GSVIVG01020652001
OG0006035	AT2G31090	GSVIVG01020672001
OG0006036	AT2G31130	GSVIVG01020684001
OG0006037	AT2G31170	GSVIVG01035951001
OG0006038	AT2G31190	GSVIVG01028326001
OG0006039	AT2G31200	GSVIVG01027807001
OG0006040	AT2G31210	GSVIVG01011330001
OG0006041	AT2G31240	GSVIVG01028305001
OG0006042	AT2G31260	GSVIVG01028304001
OG0006043	AT2G31270	GSVIVG01028303001
OG0006044	AT2G31290	GSVIVG01034511001
OG0006045	AT2G31320	GSVIVG01028296001
OG0006046	AT2G31340	GSVIVG01030506001
OG0006047	AT2G31400	GSVIVG01028141001
OG0006048	AT2G31440	GSVIVG01010746001
OG0006049	AT2G31490	GSVIVG01029731001
OG0006050	AT2G31500	GSVIVG01010743001
OG0006051	AT2G31530	GSVIVG01011128001
OG0006052	AT2G31570	GSVIVG01010737001
OG0006053	AT2G31660	GSVIVG01031670001
OG0006054	AT2G31740	GSVIVG01020986001
OG0006055	AT2G31840	GSVIVG01038258001
OG0006056	AT2G31870	GSVIVG01038259001
OG0006057	AT2G31880	GSVIVG01007593001
OG0006058	AT2G31890	GSVIVG01038263001
OG0006059	AT2G31900	GSVIVG01006004001
OG0006060	AT2G31920	GSVIVG01005996001
OG0006061	AT2G31940	GSVIVG01001351001
OG0006062	AT2G31955	GSVIVG01001357001
OG0006063	AT2G32000	GSVIVG01031636001
OG0006064	AT2G32040	GSVIVG01017999001
OG0006065	AT2G32080	GSVIVG01025513001
OG0006066	AT2G32090	GSVIVG01017987001
OG0006067	AT2G32120	GSVIVG01017960001
OG0006068	AT2G32150	GSVIVG01017946001
OG0006069	AT2G32280	GSVIVG01030648001
OG0006070	AT2G32350	GSVIVG01030614001
OG0006071	AT2G32400	GSVIVG01030600001
OG0006072	AT2G32415	GSVIVG01030425001
OG0006073	AT2G32500	GSVIVG01019803001
OG0006074	AT2G32520	GSVIVG01030454001
OG0006075	AT2G32590	GSVIVG01030475001
OG0006076	AT2G32600	GSVIVG01033687001
OG0006077	AT2G32630	GSVIVG01025719001
OG0006078	AT2G32640	GSVIVG01030484001
OG0006079	AT2G32700	GSVIVG01028646001
OG0006080	AT2G32720	GSVIVG01028636001
OG0006081	AT2G32730	GSVIVG01026206001
OG0006082	AT2G32760	GSVIVG01020907001
OG0006083	AT2G32800	GSVIVG01021069001
OG0006084	AT2G32850	GSVIVG01001401001
OG0006085	AT2G32900	GSVIVG01030526001
OG0006086	AT2G32910	GSVIVG01021983001
OG0006087	AT2G32950	GSVIVG01030511001
OG0006088	AT2G32970	GSVIVG01030501001
OG0006089	AT2G32980	GSVIVG01030499001
OG0006090	AT2G32990	GSVIVG01037709001
OG0006091	AT2G33040	GSVIVG01007868001
OG0006092	AT2G33100	GSVIVG01021798001
OG0006093	AT2G33150	GSVIVG01029062001
OG0006094	AT2G33170	GSVIVG01029038001
OG0006095	AT2G33180	GSVIVG01030149001
OG0006096	AT2G33205	GSVIVG01029029001
OG0006097	AT2G33255	GSVIVG01027954001
OG0006098	AT2G33260	GSVIVG01033375001
OG0006099	AT2G33340	GSVIVG01027911001
OG0006100	AT2G33360	GSVIVG01027909001
OG0006101	AT2G33385	GSVIVG01027900001
OG0006102	AT2G33390	GSVIVG01027899001
OG0006103	AT2G33435	GSVIVG01027871001
OG0006104	AT2G33450	GSVIVG01027870001
OG0006105	AT2G33470	GSVIVG01027847001
OG0006106	AT2G33540	GSVIVG01004933001
OG0006107	AT2G33550	GSVIVG01008644001
OG0006108	AT2G33560	GSVIVG01013446001
OG0006109	AT2G33570	GSVIVG01013454001
OG0006110	AT2G33580	GSVIVG01013461001
OG0006111	AT2G33585	GSVIVG01013436001
OG0006112	AT2G33610	GSVIVG01013428001
OG0006113	AT2G33620	GSVIVG01013426001
OG0006114	AT2G33630	GSVIVG01013425001
OG0006115	AT2G33640	GSVIVG01013407001
OG0006116	AT2G33680	GSVIVG01008715001
OG0006117	AT2G33735	GSVIVG01009143001
OG0006118	AT2G33740	GSVIVG01009140001
OG0006119	AT2G33770	GSVIVG01005206001
OG0006120	AT2G33793	GSVIVG01033625001
OG0006121	AT2G33800	GSVIVG01021083001
OG0006122	AT2G33810	GSVIVG01021087001
OG0006123	AT2G33820	GSVIVG01021089001
OG0006124	AT2G33840	GSVIVG01019752001
OG0006125	AT2G33860	GSVIVG01021128001
OG0006126	AT2G33880	GSVIVG01021144001
OG0006127	AT2G34050	GSVIVG01021153001
OG0006128	AT2G34060	GSVIVG01021152001
OG0006129	AT2G34090	GSVIVG01021196001
OG0006130	AT2G34150	GSVIVG01021213001
OG0006131	AT2G34190	GSVIVG01021237001
OG0006132	AT2G34200	GSVIVG01021241001
OG0006133	AT2G34357	GSVIVG01023097001
OG0006134	AT2G34400	GSVIVG01010898001
OG0006135	AT2G34450	GSVIVG01021424001
OG0006136	AT2G34460	GSVIVG01021427001
OG0006137	AT2G34520	GSVIVG01018700001
OG0006138	AT2G34530	GSVIVG01021458001
OG0006139	AT2G34560	GSVIVG01021470001
OG0006140	AT2G34570	GSVIVG01032972001
OG0006141	AT2G34580	GSVIVG01021497001
OG0006142	AT2G34630	GSVIVG01019299001
OG0006143	AT2G34640	GSVIVG01021555001
OG0006144	AT2G34670	GSVIVG01021596001
OG0006145	AT2G34680	GSVIVG01021613001
OG0006146	AT2G34690	GSVIVG01021615001
OG0006147	AT2G34700	GSVIVG01007286001
OG0006148	AT2G34710	GSVIVG01021625001
OG0006149	AT2G34730	GSVIVG01021660001
OG0006150	AT2G34770	GSVIVG01021714001
OG0006151	AT2G34780	GSVIVG01035591001
OG0006152	AT2G34860	GSVIVG01025384001
OG0006153	AT2G34960	GSVIVG01012155001
OG0006154	AT2G34980	GSVIVG01012143001
OG0006155	AT2G35020	GSVIVG01012124001
OG0006156	AT2G35030	GSVIVG01033596001
OG0006157	AT2G35035	GSVIVG01012122001
OG0006158	AT2G35040	GSVIVG01012120001
OG0006159	AT2G35050	GSVIVG01012116001
OG0006160	AT2G35060	GSVIVG01012114001
OG0006161	AT2G35100	GSVIVG01012106001
OG0006162	AT2G35110	GSVIVG01012103001
OG0006163	AT2G35120	GSVIVG01012063001
OG0006164	AT2G35130	GSVIVG01012065001
OG0006165	AT2G35190	GSVIVG01013276001
OG0006166	AT2G35260	GSVIVG01013166001
OG0006167	AT2G35320	GSVIVG01013189001
OG0006168	AT2G35350	GSVIVG01013178001
OG0006169	AT2G35360	GSVIVG01013176001
OG0006170	AT2G35380	GSVIVG01013238001
OG0006171	AT2G35390	GSVIVG01013241001
OG0006172	AT2G35410	GSVIVG01013146001
OG0006173	AT2G35450	GSVIVG01000920001
OG0006174	AT2G35470	GSVIVG01013097001
OG0006175	AT2G35490	GSVIVG01013072001
OG0006176	AT2G35500	GSVIVG01013108001
OG0006177	AT2G35540	GSVIVG01013048001
OG0006178	AT2G35610	GSVIVG01036881001
OG0006179	AT2G35630	GSVIVG01006792001
OG0006180	AT2G35680	GSVIVG01006270001
OG0006181	AT2G35720	GSVIVG01001321001
OG0006182	AT2G35736	GSVIVG01018638001
OG0006183	AT2G35790	GSVIVG01016316001
OG0006184	AT2G35800	GSVIVG01016323001
OG0006185	AT2G35900	GSVIVG01022605001
OG0006186	AT2G36020	GSVIVG01033929001
OG0006187	AT2G36080	GSVIVG01033902001
OG0006188	AT2G36130	GSVIVG01033892001
OG0006189	AT2G36145	GSVIVG01033882001
OG0006190	AT2G36200	GSVIVG01033871001
OG0006191	AT2G36210	GSVIVG01033868001
OG0006192	AT2G36230	GSVIVG01033847001
OG0006193	AT2G36250	GSVIVG01033836001
OG0006194	AT2G36270	GSVIVG01033832001
OG0006195	AT2G36305	GSVIVG01033827001
OG0006196	AT2G36310	GSVIVG01033806001
OG0006197	AT2G36360	GSVIVG01034738001
OG0006198	AT2G36370	GSVIVG01033817001
OG0006199	AT2G36430	GSVIVG01033794001
OG0006200	AT2G36450	GSVIVG01033793001
OG0006201	AT2G36480	GSVIVG01033783001
OG0006202	AT2G36530	GSVIVG01033770001
OG0006203	AT2G36570	GSVIVG01033749001
OG0006204	AT2G36630	GSVIVG01033741001
OG0006205	AT2G36650	GSVIVG01033729001
OG0006206	AT2G36670	GSVIVG01033723001
OG0006207	AT2G36690	GSVIVG01005030001
OG0006208	AT2G36740	GSVIVG01024467001
OG0006209	AT2G36810	GSVIVG01033696001
OG0006210	AT2G36835	GSVIVG01033669001
OG0006211	AT2G36870	GSVIVG01033658001
OG0006212	AT2G36885	GSVIVG01033650001
OG0006213	AT2G36895	GSVIVG01033647001
OG0006214	AT2G36910	GSVIVG01033645001
OG0006215	AT2G36930	GSVIVG01033644001
OG0006216	AT2G36960	GSVIVG01025725001
OG0006217	AT2G36980	GSVIVG01017823001
OG0006218	AT2G36985	GSVIVG01025722001
OG0006219	AT2G36990	GSVIVG01025717001
OG0006220	AT2G37020	GSVIVG01025711001
OG0006221	AT2G37035	GSVIVG01025706001
OG0006222	AT2G37050	GSVIVG01025552001
OG0006223	AT2G37090	GSVIVG01025636001
OG0006224	AT2G37130	GSVIVG01025650001
OG0006225	AT2G37195	GSVIVG01025685001
OG0006226	AT2G37230	GSVIVG01025698001
OG0006227	AT2G37240	GSVIVG01025554001
OG0006228	AT2G37250	GSVIVG01032645001
OG0006229	AT2G37260	GSVIVG01025562001
OG0006230	AT2G37320	GSVIVG01025574001
OG0006231	AT2G37330	GSVIVG01025576001
OG0006232	AT2G37410	GSVIVG01015301001
OG0006233	AT2G37420	GSVIVG01025610001
OG0006234	AT2G37440	GSVIVG01025614001
OG0006235	AT2G37460	GSVIVG01025616001
OG0006236	AT2G37500	GSVIVG01025529001
OG0006237	AT2G37510	GSVIVG01025527001
OG0006238	AT2G37540	GSVIVG01025521001
OG0006239	AT2G37560	GSVIVG01009522001
OG0006240	AT2G37630	GSVIVG01036446001
OG0006241	AT2G37680	GSVIVG01034127001
OG0006242	AT2G37690	GSVIVG01036258001
OG0006243	AT2G37730	GSVIVG01034119001
OG0006244	AT2G37840	GSVIVG01034089001
OG0006245	AT2G37870	GSVIVG01011567001
OG0006246	AT2G38000	GSVIVG01034026001
OG0006247	AT2G38020	GSVIVG01020844001
OG0006248	AT2G38025	GSVIVG01034018001
OG0006249	AT2G38040	GSVIVG01034017001
OG0006250	AT2G38050	GSVIVG01034016001
OG0006251	AT2G38060	GSVIVG01034012001
OG0006252	AT2G38090	GSVIVG01034001001
OG0006253	AT2G38130	GSVIVG01032984001
OG0006254	AT2G38140	GSVIVG01033979001
OG0006255	AT2G38152	GSVIVG01033978001
OG0006256	AT2G38270	GSVIVG01011178001
OG0006257	AT2G38280	GSVIVG01011185001
OG0006258	AT2G38320	GSVIVG01030284001
OG0006259	AT2G38330	GSVIVG01030279001
OG0006260	AT2G38410	GSVIVG01030233001
OG0006261	AT2G38430	GSVIVG01026376001
OG0006262	AT2G38440	GSVIVG01030246001
OG0006263	AT2G38465	GSVIVG01009214001
OG0006264	AT2G38480	GSVIVG01030259001
OG0006265	AT2G38500	GSVIVG01030203001
OG0006266	AT2G38550	GSVIVG01030178001
OG0006267	AT2G38560	GSVIVG01030171001
OG0006268	AT2G38570	GSVIVG01030169001
OG0006269	AT2G38580	GSVIVG01025871001
OG0006270	AT2G38600	GSVIVG01029880001
OG0006271	AT2G38610	GSVIVG01029865001
OG0006272	AT2G38650	GSVIVG01029827001
OG0006273	AT2G38660	GSVIVG01029826001
OG0006274	AT2G38670	GSVIVG01029831001
OG0006275	AT2G38680	GSVIVG01034599001
OG0006276	AT2G38710	GSVIVG01010684001
OG0006277	AT2G38720	GSVIVG01036585001
OG0006278	AT2G38730	GSVIVG01036644001
OG0006279	AT2G38750	GSVIVG01000829001
OG0006280	AT2G38780	GSVIVG01000839001
OG0006281	AT2G38840	GSVIVG01000711001
OG0006282	AT2G38870	GSVIVG01018141001
OG0006283	AT2G38910	GSVIVG01022524001
OG0006284	AT2G38920	GSVIVG01022506001
OG0006285	AT2G39000	GSVIVG01016268001
OG0006286	AT2G39080	GSVIVG01017804001
OG0006287	AT2G39090	GSVIVG01017783001
OG0006288	AT2G39100	GSVIVG01017782001
OG0006289	AT2G39130	GSVIVG01016234001
OG0006290	AT2G39140	GSVIVG01016221001
OG0006291	AT2G39170	GSVIVG01016214001
OG0006292	AT2G39190	GSVIVG01016296001
OG0006293	AT2G39210	GSVIVG01033667001
OG0006294	AT2G39260	GSVIVG01016353001
OG0006295	AT2G39340	GSVIVG01032627001
OG0006296	AT2G39370	GSVIVG01032616001
OG0006297	AT2G39440	GSVIVG01012094001
OG0006298	AT2G39450	GSVIVG01016640001
OG0006299	AT2G39470	GSVIVG01016616001
OG0006300	AT2G39550	GSVIVG01016534001
OG0006301	AT2G39570	GSVIVG01016580001
OG0006302	AT2G39580	GSVIVG01016589001
OG0006303	AT2G39630	GSVIVG01016551001
OG0006304	AT2G39650	GSVIVG01016558001
OG0006305	AT2G39670	GSVIVG01016561001
OG0006306	AT2G39690	GSVIVG01016532001
OG0006307	AT2G39700	GSVIVG01016525001
OG0006308	AT2G39740	GSVIVG01016481001
OG0006309	AT2G39750	GSVIVG01016479001
OG0006310	AT2G39805	GSVIVG01016466001
OG0006311	AT2G39810	GSVIVG01005813001
OG0006312	AT2G39830	GSVIVG01016461001
OG0006313	AT2G39840	GSVIVG01016462001
OG0006314	AT2G39910	GSVIVG01016380001
OG0006315	AT2G39920	GSVIVG01016377001
OG0006316	AT2G39930	GSVIVG01035168001
OG0006317	AT2G39940	GSVIVG01016368001
OG0006318	AT2G39950	GSVIVG01016366001
OG0006319	AT2G39970	GSVIVG01016364001
OG0006320	AT2G39990	GSVIVG01016359001
OG0006321	AT2G40030	GSVIVG01013491001
OG0006322	AT2G40060	GSVIVG01032845001
OG0006323	AT2G40070	GSVIVG01032844001
OG0006324	AT2G40080	GSVIVG01032821001
OG0006325	AT2G40090	GSVIVG01032832001
OG0006326	AT2G40120	GSVIVG01032814001
OG0006327	AT2G40170	GSVIVG01032796001
OG0006328	AT2G40190	GSVIVG01032791001
OG0006329	AT2G40200	GSVIVG01032789001
OG0006330	AT2G40230	GSVIVG01032784001
OG0006331	AT2G40280	GSVIVG01032763001
OG0006332	AT2G40290	GSVIVG01024676001
OG0006333	AT2G40316	GSVIVG01032749001
OG0006334	AT2G40320	GSVIVG01032748001
OG0006335	AT2G40360	GSVIVG01004116001
OG0006336	AT2G40390	GSVIVG01032739001
OG0006337	AT2G40400	GSVIVG01032735001
OG0006338	AT2G40410	GSVIVG01032729001
OG0006339	AT2G40430	GSVIVG01032722001
OG0006340	AT2G40460	GSVIVG01032716001
OG0006341	AT2G40490	GSVIVG01032710001
OG0006342	AT2G40540	GSVIVG01032701001
OG0006343	AT2G40550	GSVIVG01032703001
OG0006344	AT2G40570	GSVIVG01015305001
OG0006345	AT2G40600	GSVIVG01032680001
OG0006346	AT2G40610	GSVIVG01032681001
OG0006347	AT2G40650	GSVIVG01031188001
